STT,Thực thể nguồn (Source),Loại nguồn (Type),Mã CUI nguồn,Chỉ số nguồn (Attributes),Quan hệ lâm sàng (Relation),Thực thể đích (Target),Loại đích (Type),Mã CUI đích,Chỉ số đích (Attributes),Bằng chứng văn bản gốc (Evidence Span),Tài liệu nguồn
420,Mức FeNO > 50 ppb,Measurement,Chưa có,Thông số: FeNO; Giá trị: >50 ppb,Xác định ngưỡng chẩn đoán cho,Hen suyễn,Disease,C0004096,,"Mức FeNO > 50 ppb phù hợp với tình trạng viêm đường hô hấp do dị ứng, hỗ trợ chẩn đoán hen suyễn.",henphequan.txt
421,Mức HDL cholesterol: < 35 mg/dL (0.9 mmol/L),Measurement,Chưa có,Thông số: Mức HDL cholesterol; Giá trị: > 250 mg/dL; alternative_value: 2.8; alternative_unit: mmol/L; alt_value: > 2.8; alt_unit: mmol/L,Xác định ngưỡng chẩn đoán cho,Rối loạn lipid máu,Disease,C0242339,,"Rối loạn lipid máu (cholesterol lipoprotein mật độ cao [HDL] < 35 mg / dL [0,9 mmol / L] hoặc mức chất béo trung tính > 250 mg / dL [2,8 mmol / L])",01_daithaoduong.txt
422,Mức lọc cầu thận < 30 mL/phút,Measurement,Chưa có,Thông số: Mức lọc cầu thận; Giá trị: <30 mL/phút,Xác định ngưỡng chẩn đoán cho,Bệnh thận mạn tính giai đoạn 4,DiseaseSubtype,C2317473,,chlorthalidone đã được chứng minh là có hiệu quả trong việc cải thiện huyết áp trên bệnh nhân có mức lọc cầu thận < 30 mL/phút.,02_thuocdieutri.txt
423,NSAID,DrugClass,C0003211,,Điều trị,Hen nhạy cảm aspirin,DiseaseSubtype,C3853540,,Việc điều trị đầu tiên cho hen nhạy cảm aspirin là tránh aspirin và NSAID khác.,henphequan.txt
424,"Na+, K+-ATPase",Mechanism,C1149024,,Là một phần của cơ chế,Norepinephrine,Mechanism,C0028351,,"Bởi vì bơm Na+, K+-ATPase có thể bơm norepinephrine trở lại các tế bào thần kinh giao cảm (do đó bất hoạt chất dẫn truyền thần kinh này), sự ức chế cơ chế này cũng có thể làm tăng tác dụng của norepinephrine, gây tăng huyết áp.",01_tanghuyetap.txt
425,"Na+, K+-ATPase",Mechanism,C1149024,,Là cơ chế sinh bệnh học của,Tăng huyết áp,Disease,C0020538,,"Trong nhiều trường hợp tăng huyết áp, quá trình vận chuyển natri qua màng tế bào mạch máu trở nên bất thường vì bơm natri-kali (Na+, K+-ATPase) bị khiếm khuyết hoặc bị ức chế",01_tanghuyetap.txt
426,Nam giới,RiskFactor,C1706180,,Làm tăng nguy cơ mắc,Tăng huyết áp ẩn,DiseaseSubtype,C3178811,,Nhóm bệnh nhân này có thể chiếm từ 10% đến 30% dân số trưởng thành và phổ biến hơn ở nam giới,01_tanghuyetap.txt
427,Nghiệm pháp giãn phế quản,Test,Chưa có,,Dùng để chẩn đoán,Rối loạn thông khí tắc nghẽn,Disease,C0746984,,"xác định mức độ hồi phục của rối loạn thông khí tắc nghẽn (ví dụ, bằng cách dùng thử corticosteroid hít trong 2 tới 3 tuần hoặc thử nghiệm chức năng hô hấp với nghiệm pháp giãn phế quản).",henphequan.txt
428,Nghiệm pháp gắng sức,Test,C0015260,,Dùng để chẩn đoán,Bệnh lý tim mạch,Complication,C0007222,,Bệnh nhân đã biết hoặc nghi ngờ bệnh tim mạch có thể có lợi ích từ bài tập kiểm tra stress trước khi bắt đầu chương trình luyện tập.,01_daithaoduong.txt
429,Nghiệm pháp gắng sức,Test,C0015260,,Dùng để chẩn đoán,Bệnh tim mạch,Disease,C0007222,,Bệnh nhân đã biết hoặc nghi ngờ bệnh tim mạch có thể có lợi ích từ bài tập kiểm tra stress trước khi bắt đầu chương trình luyện tập.,01_daithaoduong.txt
430,Nghiệm pháp kích thích methacholine,Test,C3174375,,Dùng để chẩn đoán,Hen suyễn,Disease,C0004096,,"Nếu nghi ngờ hen, sắp xếp kiểm tra chức năng hô hấp, với nghiệm pháp kích thích bằng methacholine nếu cần.",henphequan.txt
431,Nghiệm pháp kích thích phế quản,Test,C0006265,,Dùng để chẩn đoán,Hen suyễn,Disease,C0004096,,"Nghiệm pháp kích thích, trong đó metacholine dạng hít (hoặc các thuốc thay thế như histamin hít, adenosine hoặc bradykinin, hoặc nghiệm pháp tập gắng sức) được dùng để gây co thắt phế quản, được chỉ định cho những bệnh nhân bị nghi ngờ mắc bệnh hen suyễn có kết quả đo chức năng hô hấp và biểu đồ lưu lượng thể tích bình thường và cho bệnh nhân nghi ngờ bị hen suyễn thể ho, nếu không có chống chỉ định.",henphequan.txt
432,Nguyên nhân thứ phát,Cause,C3262233,,Là nguyên nhân gây ra,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,Nguyên nhân thứ phát gây tăng huyết áp phải được loại trừ khi đánh giá tình trạng tăng huyết áp kháng trị.,01_tanghuyetap.txt
433,Nguyên nhân thứ phát gây tăng huyết áp,Cause,C0155616,,Là nguyên nhân gây ra,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,Nguyên nhân thứ phát gây tăng huyết áp phải được loại trừ khi đánh giá tình trạng tăng huyết áp kháng trị.,01_tanghuyetap.txt
434,Nguyên nhân xác định,Cause,Chưa có,,Là nguyên nhân gây ra,Nguyên nhân thứ phát gây tăng huyết áp,Cause,C0155616,,Thứ phát (một nguyên nhân được xác định),01_tanghuyetap.txt
435,Nguyên nhân xác định,Cause,Chưa có,,Là nguyên nhân gây ra,Tăng huyết áp thứ phát,DiseaseSubtype,C0155616,,Thứ phát (một nguyên nhân được xác định),01_tanghuyetap.txt
436,Ngưng thở khi ngủ,Cause,C0037315,,Là nguyên nhân gây ra,Nguyên nhân thứ phát gây tăng huyết áp,Cause,C0155616,,"Ngưng thở khi ngủ, bệnh thận mạn tính hoặc hẹp động mạch thận là những nguyên nhân khác gây tăng huyết áp thứ phát.",01_tanghuyetap.txt
437,Ngưng thở khi ngủ,Cause,C0037315,,Là nguyên nhân gây ra,Tăng huyết áp thứ phát,DiseaseSubtype,C0155616,,"Ngưng thở khi ngủ, bệnh thận mạn tính hoặc hẹp động mạch thận là những nguyên nhân khác gây tăng huyết áp thứ phát.",01_tanghuyetap.txt
438,Ngưng thở khi ngủ do tắc nghẽn,Cause,C0520679,,Làm tăng nguy cơ mắc,Hen suyễn,Disease,C0004096,,"Trước khi liệu pháp được tăng cường, việc tuân thủ, tiếp xúc với các yếu tố môi trường (ví dụ: tiếp xúc với chất kích thích) và sự hiện diện của các bệnh kèm theo (ví dụ: béo phì, viêm mũi dị ứng, bệnh trào ngược dạ dày thực quản, bệnh phổi tắc nghẽn mạn tính, ngưng thở khi ngủ do tắc nghẽn, rối loạn chức năng dây thanh âm, sử dụng cocaine dạng hít).",henphequan.txt
439,Người da đen không phải gốc Tây Ban Nha,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Tăng huyết áp ẩn,DiseaseSubtype,C3178811,,"Nhóm bệnh nhân này có thể chiếm từ 10% đến 30% dân số trưởng thành và phổ biến hơn ở nam giới, người da đen không phải gốc Tây Ban Nha và những người mắc bệnh tiểu đường.",01_tanghuyetap.txt
440,Ngưỡng biến thiên PEF trong ngày: > 20%,Measurement,Chưa có,Thông số: Biến thiên PEF trong ngày; Giá trị: >20 %,Xác định ngưỡng chẩn đoán cho,Không ổn định đường thở,DiseaseSubtype,Chưa có,,Sự biến thiên trong ngày > 20% cho thấy sự không ổn định đường thở,henphequan.txt
441,"Ngưỡng tăng huyết áp nặng: HA tâm thu > 200 mmHg, HA tâm trương > 100 mmHg",Measurement,Chưa có,Thông số: Huyết áp; Huyết áp 200/100,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp nặng,DiseaseSubtype,C5395247,,tăng huyết áp nặng (HA tâm thu > 200 mm Hg; HA tâm trương > 100 mm Hg).,henphequan.txt
442,Ngưỡng tăng đường huyết không ổn định: > 250 - 300 mg/dL (13.9 - 16.7 mmol/L),Measurement,Chưa có,Thông số: Ngưỡng tăng đường huyết không ổn định; range_mg_dl: 250-300; range_mmol_l: 13.9-16.7,Xác định ngưỡng chẩn đoán cho,Tăng đường huyết,DiseaseSubtype,C0020456,,"tăng đường huyết không ổn định (> 250 đến 300 mg/dL [13,9 đến 16,7 mmol/L])",01_daithaoduong.txt
443,Nhiễm HIV,Disease,C0019693,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV,01_copd.txt
444,Nhiễm HIV,Disease,C0019693,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV,01_copd.txt
445,Nhiễm trùng,Cause,C3714514,,Là nguyên nhân gây ra,Đái tháo đường không ổn định,DiseaseSubtype,C0342302,,Nguyên nhân khác khiến nồng độ glucose trong huyết tương không ổn định gồm nhiễm trùng,01_daithaoduong.txt
446,Nhiễm trùng đường hô hấp,Disease,C0035243,,Dẫn đến biến chứng,Phá hủy phổi,Complication,C3472385,,Nhiễm trùng đường hô hấp (bệnh mà bệnh nhân COPD dễ mắc phải) có thể làm tăng tiến triển tình trạng phá hủy phổi.,01_copd.txt
447,Nhiễm trùng đường hô hấp trên,Disease,C0041912,,Làm tăng nguy cơ mắc,Hen suyễn,Disease,C0004096,,"Ở trẻ lớn hơn và người lớn, nhiễm trùng đường hô hấp trên (đặc biệt với rhinovirus) và viêm phổi là các yếu tố gây khởi phát phổ biến.",henphequan.txt
448,Nhiễm trùng đường hô hấp trên do virus,RiskFactor,C0339916,,Làm tăng nguy cơ mắc,Bệnh hen do tập luyện,Disease,C0004099,,Hạn chế tiếp xúc với người có nhiễm trùng đường hô hấp trên do virus cũng rất quan trọng.,henphequan.txt
449,Nhiễm trùng đường hô hấp trên do virus,RiskFactor,C0339916,,Làm tăng nguy cơ mắc,Hen do gắng sức,DiseaseSubtype,C0004099,,Hạn chế tiếp xúc với người có nhiễm trùng đường hô hấp trên do virus cũng rất quan trọng.,henphequan.txt
450,Nhiễm độc giáp,Cause,C0040156,,Là nguyên nhân gây ra,Tăng huyết áp tâm thu đơn độc,DiseaseSubtype,C0745133,,"Một số rối loạn làm tăng CO (ví dụ: nhiễm độc giáp, rò động-tĩnh mạch, hở van động mạch chủ), đặc biệt khi thể tích nhát bóp tăng lên, gây tăng huyết áp tâm thu đơn độc.",01_tanghuyetap.txt
451,Nhân tố môi trường,Cause,C0686732,,Là nguyên nhân gây ra,Hen suyễn,Disease,C0004096,,Nhân tố môi trường là nguyên nhân của hen có thể bao gồm những yếu tố sau:,henphequan.txt
452,Nhạy cảm với bọ ve trong nhà,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Hen suyễn,Disease,C0004096,,"Giới nữ, hút thuốc, tuổi dậy thì sớm, nhạy cảm với bọ ve trong nhà là những yếu tố nguy cơ cho hen kéo dài và tái phát.",henphequan.txt
453,Nicardipine,Drug,C0028005,,Điều trị,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,"Giảm huyết áp động mạch trung bình khoảng 20 đến 25% trong giờ đầu tiên bằng cách sử dụng thuốc theo đường tĩnh mạch có thể chuẩn độ, tác dụng ngắn như clevidipine, nitroglycerin, fenoldopam, nicardipine hoặc labetalol.",02_thuocdieutri.txt
454,Nicardipine,Drug,C0028005,,Điều trị,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,"Giảm huyết áp động mạch trung bình khoảng 20 đến 25% trong giờ đầu tiên bằng cách sử dụng thuốc theo đường tĩnh mạch có thể chuẩn độ, tác dụng ngắn như clevidipine, nitroglycerin, fenoldopam, nicardipine hoặc labetalol.",02_thuocdieutri.txt
455,Nicardipine,Drug,C0028005,,Điều trị,Tăng huyết áp sau phẫu thuật,DiseaseSubtype,C0919726,,Nicardipine thường được sử dụng cho cao huyết áp sau mổ và trong thai kỳ.,02_thuocdieutri.txt
456,Nitrat cao trong nước uống,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,"Việc trẻ sơ sinh tiếp xúc với các sản phẩm từ sữa (đặc biệt là sữa bò và protein beta casein trong sữa), lượng nitrat cao trong nước uống và mức tiêu thụ vitamin D thấp có liên quan đến việc tăng nguy cơ mắc bệnh tiểu đường loại 1.",01_daithaoduong.txt
457,Nitrat trong nước uống,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,"Việc trẻ sơ sinh tiếp xúc với các sản phẩm từ sữa (đặc biệt là sữa bò và protein beta casein trong sữa), lượng nitrat cao trong nước uống và mức tiêu thụ vitamin D thấp có liên quan đến việc tăng nguy cơ mắc bệnh tiểu đường loại 1.",01_daithaoduong.txt
458,Nitroglycerin,Drug,C0017887,,Điều trị,Nhồi máu cơ tim cấp,Disease,C0155626,,"Nó có thể được sử dụng để kiểm soát tăng huyết áp trong và sau phẫu thuật bắc cầu động mạch vành, nhồi máu cơ tim cấp, đau thắt ngực không ổn định và phù phổi cấp.",02_thuocdieutri.txt
459,Nitroglycerin,Drug,C0017887,,Điều trị,Nhồi máu cơ tim cấp tính,Complication,C0155626,,"Nó có thể được sử dụng để kiểm soát tăng huyết áp trong và sau phẫu thuật bắc cầu động mạch vành, nhồi máu cơ tim cấp, đau thắt ngực không ổn định và phù phổi cấp.",02_thuocdieutri.txt
460,Nitroglycerin,Drug,C0017887,,Điều trị,Phù phổi cấp,Disease,C0155919,,"Nó có thể được sử dụng để kiểm soát tăng huyết áp trong và sau phẫu thuật bắc cầu động mạch vành, nhồi máu cơ tim cấp, đau thắt ngực không ổn định và phù phổi cấp.",02_thuocdieutri.txt
461,Nitroglycerin,Drug,C0017887,,Điều trị,Tăng huyết áp,Disease,C0020538,,"Nó có thể được sử dụng để kiểm soát tăng huyết áp trong và sau phẫu thuật bắc cầu động mạch vành, nhồi máu cơ tim cấp, đau thắt ngực không ổn định và phù phổi cấp.",02_thuocdieutri.txt
462,Nitroglycerin,Drug,C0017887,,Điều trị,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,"Giảm huyết áp động mạch trung bình khoảng 20 đến 25% trong giờ đầu tiên bằng cách sử dụng thuốc theo đường tĩnh mạch có thể chuẩn độ, tác dụng ngắn như clevidipine, nitroglycerin, fenoldopam, nicardipine hoặc labetalol.",02_thuocdieutri.txt
463,Nitroglycerin,Drug,C0017887,,Điều trị,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,"Giảm huyết áp động mạch trung bình khoảng 20 đến 25% trong giờ đầu tiên bằng cách sử dụng thuốc theo đường tĩnh mạch có thể chuẩn độ, tác dụng ngắn như clevidipine, nitroglycerin, fenoldopam, nicardipine hoặc labetalol.",02_thuocdieutri.txt
464,Nitroglycerin,Drug,C0017887,,Điều trị,Đau thắt ngực không ổn định,Disease,C0002965,,"Nó có thể được sử dụng để kiểm soát tăng huyết áp trong và sau phẫu thuật bắc cầu động mạch vành, nhồi máu cơ tim cấp, đau thắt ngực không ổn định và phù phổi cấp.",02_thuocdieutri.txt
465,Nitroprusside,Drug,C0028193,,Điều trị,Bóc tách động mạch chủ,Disease,C0340643,,"Nitroprusside cũng được sử dụng cho bệnh não do tăng huyết áp, và với thuốc chẹn beta, cho bệnh nhân tách thành động mạch chủ.",02_thuocdieutri.txt
466,Nitroprusside,Drug,C0028193,,Điều trị,Bệnh não do tăng huyết áp,Disease,C0151620,,Nitroprusside cũng được sử dụng cho bệnh não do tăng huyết áp,02_thuocdieutri.txt
467,Nitroprusside,Drug,C0028193,,Điều trị,Bệnh não tăng huyết áp,Complication,C0151620,,Nitroprusside cũng được sử dụng cho bệnh não do tăng huyết áp,02_thuocdieutri.txt
468,Nitroprusside,Drug,C0028193,,Điều trị,Suy tim mất bù cấp tính,Disease,Chưa có,,Thuốc này chủ yếu được sử dụng cho những bệnh nhân bị suy tim mất bù cấp tính và tăng huyết áp.,02_thuocdieutri.txt
469,Nitroprusside,Drug,C0028193,,Điều trị,Tăng huyết áp,Disease,C0020538,,Thuốc này chủ yếu được sử dụng cho những bệnh nhân bị suy tim mất bù cấp tính và tăng huyết áp.,02_thuocdieutri.txt
470,Nitroprusside,Drug,C0028193,,Điều trị,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,"Các loại thuốc điều trị bước đầu thông thường bao gồm nitroprusside, fenoldopam, nicardipine và labetalol .",02_thuocdieutri.txt
471,Nitroprusside,Drug,C0028193,,Điều trị,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,"Các loại thuốc điều trị bước đầu thông thường bao gồm nitroprusside, fenoldopam, nicardipine và labetalol .",02_thuocdieutri.txt
472,Nitơ oxit,Cause,C0028167,,Là nguyên nhân gây ra,Hen kích ứng,Disease,Chưa có,,"Hen kích ứng đề cập đến một phản ứng tương tự, dai dẳng giống như hen sau khi tiếp xúc nhiều lần hoặc mạn tính với các chất kích thích tương tự.",henphequan.txt
473,Norepinephrine,Mechanism,C0028351,,Là cơ chế sinh bệnh học của,Tăng huyết áp,Disease,C0020538,,"sự ức chế cơ chế này cũng có thể làm tăng tác dụng của norepinephrine, gây tăng huyết áp.",01_tanghuyetap.txt
474,Nồng độ alpha-1 antitrypsin,Test,C0201856,,Dùng để chẩn đoán,Thiếu alpha-1 antitrypsin,Cause,C0221757,,Nên đo nồng độ alpha-1 antitrypsin ở bệnh nhân < 50 tuổi bị COPD có triệu chứng và ở bệnh nhân thuộc mọi lứa tuổi bị COPD không hút thuốc để phát hiện tình trạng thiếu hụt alpha-1 antitrypsin.,01_copd.txt
475,Nồng độ alpha-1 antitrypsin,Test,C0201856,,Dùng để chẩn đoán,Thiếu hụt alpha-1 antitrypsin,DiseaseSubtype,C0221757,,Nên đo nồng độ alpha-1 antitrypsin ở bệnh nhân < 50 tuổi bị COPD có triệu chứng và ở bệnh nhân thuộc mọi lứa tuổi bị COPD không hút thuốc để phát hiện tình trạng thiếu hụt alpha-1 antitrypsin.,01_copd.txt
476,Nồng độ natri và canxi nội bào,Mechanism,Chưa có,,Là một phần của cơ chế,Kích thích thần kinh giao cảm,Mechanism,C0038996,,"Kết quả là lượng natri và canxi nội bào tăng lên, khiến tế bào nhạy cảm hơn với kích thích thần kinh giao cảm.",01_tanghuyetap.txt
477,OGTT,Test,C0029161,,Dùng để chẩn đoán,Không dung nạp glucose,DiseaseSubtype,C0271650,,OGTT là nhạy hơn cho chẩn đoán đái tháo đường và rối loạn dung nạp glucose,01_daithaoduong.txt
478,OGTT,Test,C0029161,,Dùng để chẩn đoán,Đái tháo đường,Disease,C0011849,,OGTT là nhạy hơn cho chẩn đoán đái tháo đường và rối loạn dung nạp glucose,01_daithaoduong.txt
479,OGTT,Test,C0029161,,Dùng để chẩn đoán,Đái tháo đường thai kỳ,DiseaseSubtype,C0085207,,"Do đó hiếm khi sử dụng để theo dõi thường xuyên, trừ khi chẩn đoán đái tháo đường thai kì và mục đích nghiên cứu.",01_daithaoduong.txt
480,OGTT 75g,Measurement,Chưa có,Thông số: Chỉ số OGTT 75g; glucose_load: 75 g; time_point: 2 giờ; time: 2 giờ,Dùng để chẩn đoán,Đái tháo đường,Disease,C0011849,,"Những người >= 35 tuổi và tất cả người lớn có các yếu tố nguy cơ bổ sung được mô tả ở trên nên được sàng lọc bệnh tiểu đường với mức FPG, HbA1C hoặc giá trị 2 giờ khi OGTT 75 g ít nhất 3 năm một lần miễn là glucose huyết tương các chỉ số đo là bình thường và ít nhất là hàng năm nếu kết quả cho thấy nồng độ đường huyết lúc đói bị suy giảm .",01_daithaoduong.txt
481,Orlistat,Drug,C0076275,,Điều trị,Đái tháo đường,Disease,C0011849,,"Orlistat, thuốc ức chế lipase tại ruột, giảm hấp thu thức ăn chứa mỡ ; thuốc giảm nồng độ lipid huyết thanh và thúc đẩy giảm cân.",01_daithaoduong.txt
482,Oxit nitric,Mechanism,C0028128,,Là cơ chế sinh bệnh học của,Nhạy cảm với muối,DiseaseSubtype,C0600534,,tình trạng giảm này góp phần gây nhạy cảm với muối,01_tanghuyetap.txt
483,Oxit nitric,Mechanism,C0028128,,Là cơ chế sinh bệnh học của,Tăng huyết áp,Disease,C0020538,,"Thiếu hụt chất giãn mạch (ví dụ: bradykinin, oxit nitric), thay vì sự dư thừa chất co mạch (ví dụ: angiotensin, norepinephrine), có thể gây tăng huyết áp.",01_tanghuyetap.txt
484,Oxit nitric thở ra (FeNO),Mechanism,C5445160,,Dùng để chẩn đoán,Hen suyễn,Disease,C0004096,,Phép đo nitric oxide theo phân đoạn thở ra đã được đề xuất như một phương pháp hỗ trợ trong việc đánh giá mức độ kiểm soát hen suyễn,henphequan.txt
485,Oxit nitric thở ra (FeNO),Mechanism,C5445160,,Là cơ chế sinh bệnh học của,Viêm do dị ứng (T2),DiseaseSubtype,Chưa có,,"T2, hoặc viêm do dị ứng, thường được đặc trưng bởi tăng oxit nitric thở ra (FeNO)",henphequan.txt
486,Phentermine/Topiramate,Drug,C3475162,,Điều trị,Đái tháo đường,Disease,C0011849,,Phentermine/topiramate là một loại thuốc phối hợp làm giảm cảm giác thèm ăn thông qua nhiều cơ chế trong não.,01_daithaoduong.txt
487,Phá hủy giường mao mạch phổi,Mechanism,Chưa có,,Là cơ chế sinh bệnh học của,Tăng áp động mạch phổi,DiseaseSubtype,C2973725,,Tăng áp lực mạch máu phổi có thể tăng lên do sự phá huỷ của giường mao mạch phổi,01_copd.txt
488,Phác đồ 2 loại thuốc,Treatment,Chưa có,,Điều trị,Tăng huyết áp,Disease,C0020538,,"Nếu không đạt được huyết áp mục tiêu bằng 2 loại thuốc, một loại thuốc thứ ba trong số các loại thuốc ban đầu sẽ được thêm vào.",01_tanghuyetap.txt
489,Phác đồ >= 4 loại thuốc hạ huyết áp,Treatment,Chưa có,Thông số: Số lượng thuốc; min_value: 4,Điều trị,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,"Đối với tăng huyết áp kháng trị (huyết áp vẫn cao hơn mục tiêu mặc dù sử dụng 3 loại thuốc hạ huyết áp khác nhau), thường cần từ 4 loại thuốc trở lên.",01_tanghuyetap.txt
490,Phân loại mức độ nghiêm trọng của bệnh hen suyễn,Guideline,Chưa có,,Phân loại thể bệnh,Mức độ nặng của bệnh,DiseaseSubtype,C3494263,,"Mức độ nặng là cường độ thực chất của quá trình bệnh (nghĩa là xấu đến mức nào, xem bảng Phân loại mức độ nghiêm trọng của bệnh hen suyễn).",henphequan.txt
491,Phân tích nước tiểu,Test,C0042014,,Dùng để chẩn đoán,Tăng huyết áp,Disease,C0020538,,"Các xét nghiệm có thể bao gồm Phân tích nước tiểu và tỷ lệ albumin/creatinin niệu; nếu bất thường, cân nhắc siêu âm thận",01_tanghuyetap.txt
492,Phân tích nước tiểu,Test,C0042014,,Dùng để chẩn đoán,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,"Chẩn đoán bằng cách đo huyết áp, ECG, phân tích nước tiểu, đo điện giải và creatinine trong huyết thanh.",02_thuocdieutri.txt
493,Phân tích nước tiểu,Test,C0042014,,Dùng để chẩn đoán,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,"Chẩn đoán bằng cách đo huyết áp, ECG, phân tích nước tiểu, đo điện giải và creatinine trong huyết thanh.",02_thuocdieutri.txt
494,Phì đại thất phải,DiseaseSubtype,C0162770,,Là phân loại / thể bệnh của,Bệnh tâm phế,Disease,C0034072,,Phì đại thất phải xảy ra trong bệnh tâm phế,01_copd.txt
495,Phù não,Complication,C0006114,,Gây tổn thương cơ quan,Não,Organ,C0006104,,"Kết quả là máu với áp suất rất cao được đẩy trực tiếp vào mao mạch khiến huyết tương rò rỉ vào trong não, gây phù não",02_thuocdieutri.txt
496,Phản ứng đường thở từ trước,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,"Những người hút thuốc và có phản ứng đường thở từ trước (được xác định bằng mức độ nhạy cảm tăng lên với methacholine dạng hít), ngay cả khi không có hen suyễn trên lâm sàng, có nguy cơ mắc bệnh COPD cao hơn những người không mắc bệnh.",01_copd.txt
497,Phản ứng đường thở từ trước,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Những người hút thuốc và có phản ứng đường thở từ trước (được xác định bằng mức độ nhạy cảm tăng lên với methacholine dạng hít), ngay cả khi không có hen suyễn trên lâm sàng, có nguy cơ mắc bệnh COPD cao hơn những người không mắc bệnh.",01_copd.txt
498,Phẫu thuật bắc cầu dạ dày,Treatment,Chưa có,,Điều trị,Đái tháo đường,Disease,C0011849,,"Điều trị béo phì bằng phẫu thuật, chẳng hạn như cắt vạt dạ dày hoặc bắc cầu dạ dày, cũng dẫn đến giảm cân và cải thiện việc kiểm soát glucose (không phụ thuộc vào giảm cân) và giảm nguy cơ tim mạch ở bệnh nhân đái tháo đường",01_daithaoduong.txt
499,Phẫu thuật chuyển hóa,Treatment,C1456587,,Điều trị,Đái tháo đường,Disease,C0011849,,"Ở những bệnh nhân béo phì, liệu pháp dược lý để giảm cân, thiết bị y tế và phẫu thuật giảm cân có thể được sử dụng như biện pháp hỗ trợ cho chế độ ăn kiêng và hoạt động thể chất (xem giảm cân trong bệnh tiểu đường).",01_daithaoduong.txt
500,Phẫu thuật cắt dạ dày hình ống,Treatment,C1960816,,Điều trị,Đái tháo đường,Disease,C0011849,,"Điều trị béo phì bằng phẫu thuật, chẳng hạn như cắt vạt dạ dày hoặc bắc cầu dạ dày, cũng dẫn đến giảm cân và cải thiện việc kiểm soát glucose (không phụ thuộc vào giảm cân) và giảm nguy cơ tim mạch ở bệnh nhân đái tháo đường",01_daithaoduong.txt
501,Phẫu thuật mạch thận,Treatment,Chưa có,,Điều trị,Tăng huyết áp,Disease,C0020538,,các phương pháp điều trị các nguyên nhân thứ phát (ví dụ phẫu thuật mạch thận) để khôi phục lại huyết áp bình thường,01_tanghuyetap.txt
502,Phục hồi chức năng hô hấp,Treatment,C0199529,,Điều trị,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,"Phục hồi chức năng hô hấp bao gồm đào tạo tập thể dục có cấu trúc và giám sát, tư vấn dinh dưỡng, và giáo dục tự quản lý.",01_copd.txt
503,Phục hồi chức năng hô hấp,Treatment,C0199529,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Phục hồi chức năng hô hấp bao gồm đào tạo tập thể dục có cấu trúc và giám sát, tư vấn dinh dưỡng, và giáo dục tự quản lý.",01_copd.txt
504,Point-of-care HbA1c test,Measurement,Chưa có,Thông số: Chỉ số Point-of-care HbA1c test,Dùng để chẩn đoán,Đái tháo đường,Disease,C0011849,,"Không nên sử dụng các chỉ số đo HbA1C đầu ngón tại giường cho mục đích chẩn đoán, mặc dù các chỉ số này có thể được sử dụng để theo dõi việc kiểm soát bệnh tiểu đường.",01_daithaoduong.txt
