STT,Thực thể nguồn (Source),Loại nguồn (Type),Mã CUI nguồn,Chỉ số nguồn (Attributes),Quan hệ lâm sàng (Relation),Thực thể đích (Target),Loại đích (Type),Mã CUI đích,Chỉ số đích (Attributes),Bằng chứng văn bản gốc (Evidence Span),Tài liệu nguồn
164,Xét nghiệm thường xuyên,Test,C0011930,,Dùng để chẩn đoán,Đái tháo đường loại 2,DiseaseSubtype,C0011860,,"Bệnh nhân đái tháo đường loại 2 có thể xuất hiện với triệu chứng của tăng đường huyết nhưng thường không triệu chứng, và tình trạng này chỉ được phát hiện khi xét nghiệm thường xuyên.",01_daithaoduong.txt
165,Xơ vữa động mạch,Mechanism,C0004153,,Là cơ chế sinh bệnh học của,Bệnh mạch máu lớn,Disease,Chưa có,,Bệnh mạch máu lớn liên quan xơ vữa động mạch của các mạch lớn,01_daithaoduong.txt
166,axit béo tự do,Mechanism,C0015688,,Là cơ chế sinh bệnh học của,Đề kháng insulin,Mechanism,C0021655,,"Không có khả năng ức chế ly giải tổ chức mỡ làm tăng axit béo tự do huyết thanh, làm giảm kích thích vận chuyển glucose của insulin và hoạt động tổng hợp glucogen ở cơ.",01_daithaoduong.txt
167,pioglitazone,Drug,C0071097,,Điều trị,Bệnh gan nhiễm mỡ liên quan đến chuyển hóa,Disease,C0400966,,Thuốc chủ vận thụ thể GLP-1 và pioglitazone có thể được sử dụng ở những bệnh nhân mắc bệnh gan nhiễm mỡ liên quan đến chuyển hóa,01_daithaoduong.txt
168,pioglitazone,Drug,C0071097,,Điều trị,Viêm gan nhiễm mỡ liên quan đến chuyển hóa,Disease,C3241937,,Thuốc chủ vận thụ thể GLP-1 và pioglitazone có thể được sử dụng ở những bệnh nhân mắc bệnh gan nhiễm mỡ liên quan đến chuyển hóa (trước đây là bệnh gan nhiễm mỡ không do rượu) hoặc viêm gan nhiễm mỡ liên quan đến chuyển hóa (trước đây là viêm gan nhiễm mỡ không do rượu).,01_daithaoduong.txt
169,Đa hình di truyền,RiskFactor,C0032529,,Làm tăng nguy cơ mắc,Đái tháo đường loại 2,DiseaseSubtype,C0011860,,"Mặc dù một số đa hình di truyền đã được xác định, nhưng không có gen đơn lẻ nào là nguyên nhân gây ra các dạng bệnh tiểu đường loại 2 phổ biến nhất được xác định.",01_daithaoduong.txt
170,Điều chỉnh lối sống,Treatment,Chưa có,,Điều trị,Đái tháo đường loại 2,DiseaseSubtype,C0011860,,"Hầu hết trẻ em mắc bệnh tiểu đường loại 2 đều bị béo phì, vì vậy việc điều chỉnh lối sống là nền tảng của liệu pháp điều trị.",01_daithaoduong.txt
171,Đo glucose huyết tương,Test,C0202042,,Dùng để chẩn đoán,Đái tháo đường,Disease,C0011849,,Chẩn đoán bằng định lượng glucose huyết tương.,01_daithaoduong.txt
172,Đái tháo đường,Disease,C0011849,,Dẫn đến biến chứng,Albumin niệu,Complication,C0001925,prevalence: 6% đến 10%,"Yếu tố này có liên quan đến tăng nguy cơ mắc bệnh tim mạch, nhưng các biến chứng ở mạch máu nhỏ do tiểu đường điển hình không phổ biến lắm (albumin niệu và/hoặc bệnh võng mạc phát triển ở 6% đến 10% bệnh nhân).",01_daithaoduong.txt
173,Đái tháo đường,Disease,C0011849,,Dẫn đến biến chứng,Bệnh lý tim mạch,Complication,C0007222,,bệnh lý tim mạch là nguyên nhân hàng đầu gây tử vong ở bệnh nhân đái tháo đường.,01_daithaoduong.txt
174,Đái tháo đường,Disease,C0011849,,Dẫn đến biến chứng,Bệnh mạch máu,Complication,C0042373,,Biến chứng muộn gồm bệnh mạch máu,01_daithaoduong.txt
175,Đái tháo đường,Disease,C0011849,,Dẫn đến biến chứng,Bệnh thần kinh do đái tháo đường,Complication,C0011882,,biến chứng của đái tháo đường như bệnh thần kinh,01_daithaoduong.txt
176,Đái tháo đường,Disease,C0011849,,Dẫn đến biến chứng,Bệnh thần kinh ngoại vi,Complication,C0031117,,"Biến chứng muộn gồm bệnh mạch máu, bệnh thần kinh ngoại vi, bệnh thận và dễ nhiễm khuẩn.",01_daithaoduong.txt
177,Đái tháo đường,Disease,C0011849,,Dẫn đến biến chứng,Bệnh thận,Complication,C0022658,,"Biến chứng muộn gồm bệnh mạch máu, bệnh thần kinh ngoại vi, bệnh thận và dễ nhiễm khuẩn.",01_daithaoduong.txt
178,Đái tháo đường,Disease,C0011849,,Dẫn đến biến chứng,Bệnh tim mạch,Disease,C0007222,,bệnh lý tim mạch là nguyên nhân hàng đầu gây tử vong ở bệnh nhân đái tháo đường.,01_daithaoduong.txt
179,Đái tháo đường,Disease,C0011849,,Dẫn đến biến chứng,Bệnh võng mạc,Complication,C0035309,,"Yếu tố này có liên quan đến tăng nguy cơ mắc bệnh tim mạch, nhưng các biến chứng ở mạch máu nhỏ do tiểu đường điển hình không phổ biến lắm (albumin niệu và/hoặc bệnh võng mạc phát triển ở 6% đến 10% bệnh nhân).",01_daithaoduong.txt
180,Đái tháo đường,Disease,C0011849,,Dẫn đến biến chứng,Bệnh võng mạc do đái tháo đường,Complication,C0011884,,Mục tiêu hoạt động có thể cần phải được sửa đổi cho bệnh nhân có biến chứng của đái tháo đường như bệnh thần kinh và bệnh võng mạc.,01_daithaoduong.txt
181,Đái tháo đường,Disease,C0011849,,Dẫn đến biến chứng,Nhiễm trùng do nấm,Complication,C0026946,,Bệnh nhân đái tháo đường đặc biệt dễ bị nhiễm trùng do vi khuẩn và do nấm.,01_daithaoduong.txt
182,Đái tháo đường,Disease,C0011849,,Dẫn đến biến chứng,Nhiễm trùng do vi khuẩn,Complication,C0004623,,Bệnh nhân đái tháo đường đặc biệt dễ bị nhiễm trùng do vi khuẩn và do nấm.,01_daithaoduong.txt
183,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,Dẫn đến biến chứng,Toan ceton,Complication,C0011880,,Bệnh nhân có đái tháo đường loại 1 thường xuất hiện với triệu chứng của tăng đường huyết và đôi khi đái tháo đường toan ceton (DKA).,01_daithaoduong.txt
184,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,Dẫn đến biến chứng,Toan ceton do đái tháo đường,DiseaseSubtype,C0011880,,Bệnh nhân có đái tháo đường loại 1 thường xuất hiện với triệu chứng của tăng đường huyết và đôi khi đái tháo đường toan ceton (DKA).,01_daithaoduong.txt
185,Đái tháo đường loại 2,DiseaseSubtype,C0011860,,Dẫn đến biến chứng,Diabetes Complications,Complication,C0342257,,"triệu chứng ban đầu là biến chứng của đái tháo đường, gợi ý bệnh đã xuất hiện được một thời gian.",01_daithaoduong.txt
186,Đái tháo đường thai kỳ,DiseaseSubtype,C0085207,,Làm tăng nguy cơ mắc,Đái tháo đường,Disease,C0011849,,đặc biệt ở những bệnh nhân có nguy cơ mắc bệnh tiểu đường cao nhất (chỉ số khối cơ thể >= 35 hoặc có tiền sử tiểu đường thai kỳ),01_daithaoduong.txt
187,Đường huyết mao mạch,Test,C0457578,,Dùng để chẩn đoán,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,Hầu hết bệnh nhân tiểu đường loại 1 đều được hưởng lợi từ việc xét nghiệm ít nhất 4 lần một ngày.,01_daithaoduong.txt
188,Đường huyết mục tiêu trước tập thể dục: 90 - 250 mg/dL (5 - 14 mmol/L),Measurement,Chưa có,Thông số: Đường huyết mục tiêu trước tập thể dục; min: 90; max: 250,Xác định ngưỡng chẩn đoán cho,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,Phạm vi mục tiêu của đường huyết trước khi tập thể dục phải nằm trong khoảng từ 90 mg/dL đến 250 mg/dL (5 mmol/L đến 14 mmol/L).,01_daithaoduong.txt
189,Đề kháng insulin,Mechanism,C0021655,,Là cơ chế sinh bệnh học của,Insulin,Mechanism,C1533581,dose: 15 units,có thể cần liều insulin rất cao (> 5 đến 10 đơn vị/giờ) do kháng insulin.,01_daithaoduong.txt
190,Đề kháng insulin,Mechanism,C0021655,,Là cơ chế sinh bệnh học của,Tăng đường huyết,DiseaseSubtype,C0020456,,Tăng đường huyết phát triển khi tiết insulin không đáp ứng đủ so với kháng insulin.,01_daithaoduong.txt
191,Đề kháng insulin,Mechanism,C0021655,,Là cơ chế sinh bệnh học của,Đái tháo đường loại 2,DiseaseSubtype,C0011860,,"Trong đái tháo đường loại 2 (trước gọi là khởi phát người lớn hoặc không phụ thuộcinsulin), insulin tiết không đủ vì bệnh nhân có tình trạng kháng với insulin.",01_daithaoduong.txt
192,Đỉnh glucose máu sau ăn (1 - 2 giờ): < 180 mg/dL (10.0 mmol/L),Measurement,Chưa có,Thông số: Đỉnh glucose máu sau ăn; Giá trị: 180 mg/dL; alternative_value: 10; alternative_unit: mmol/L,Điều trị,Suy thận,Disease,C1565489,,"Ức chế Dipeptidyl peptidase-4 tương đối an toàn, thậm chí trong bệnh nhân suy thận",01_daithaoduong.txt
193,Đỉnh glucose máu sau ăn (1 - 2 giờ): < 180 mg/dL (10.0 mmol/L),Measurement,Chưa có,Thông số: Đỉnh glucose máu sau ăn; Giá trị: 180 mg/dL; alternative_value: 10; alternative_unit: mmol/L,Điều trị,Tăng đường huyết,DiseaseSubtype,C0020456,,"Ức chế Dipeptidyl peptidase-4 tương đối an toàn, thậm chí trong bệnh nhân suy thận, và thuốc cũng được sử dụng cho giảm glucose sau ăn.",01_daithaoduong.txt
194,Độ tuổi có tỷ lệ suy giảm dung nạp glucose cao: > 65 tuổi,Measurement,Chưa có,Thông số: Độ tuổi có tỷ lệ suy giảm dung nạp glucose cao; age_threshold: 65,Xác định ngưỡng chẩn đoán cho,Không dung nạp glucose,DiseaseSubtype,C0271650,,có tới một phần ba số người lớn > 65 tuổi bị suy giảm khả năng dung nạp glucose.,01_daithaoduong.txt
