STT,Thực thể nguồn (Source),Loại nguồn (Type),Mã CUI nguồn,Chỉ số nguồn (Attributes),Quan hệ lâm sàng (Relation),Thực thể đích (Target),Loại đích (Type),Mã CUI đích,Chỉ số đích (Attributes),Bằng chứng văn bản gốc (Evidence Span),Tài liệu nguồn
176,Tắc nghẽn đường thở,DiseaseSubtype,C0001883,,Là cơ chế sinh bệnh học của,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Đặc điểm sinh bệnh học chủ yếu của COPD là hạn chế luồng không khí do hẹp đường dẫn khí,01_copd.txt
177,Tắc nghẽn đường thở,DiseaseSubtype,C0001883,,Là cơ chế sinh bệnh học của,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Đặc điểm sinh bệnh học chủ yếu của COPD là hạn chế luồng không khí do hẹp đường dẫn khí,01_copd.txt
178,Tỷ lệ đường kính động mạch phổi/động mạch chủ lên > 1,Measurement,Chưa có,Thông số: Tỷ lệ đường kính động mạch phổi/động mạch chủ lên; Giá trị: >1,Gợi ý chẩn đoán,Tăng áp động mạch phổi,DiseaseSubtype,C2973725,,Đường kính động mạch phổi mở rộng lớn hơn đường kính động mạch chủ lên gợi ý tăng áp động mạch phổi.,01_copd.txt
179,U hạt do tăng bạch cầu ái toan,Disease,C0014461,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV, lạm dụng các loại thuốc bất hợp pháp (đặc biệt là cocaine và amphetamine), bệnh sarcoid, hội chứng Sjögren, viêm tiểu phế quản tắc nghẽn, bệnh u cơ trơn mạch bạch huyết và u hạt do tăng bạch cầu ái toan.",01_copd.txt
180,Vi rút nhiễm trùng đường hô hấp trên,Cause,C4039754,,Là nguyên nhân gây ra,Đợt cấp COPD,DiseaseSubtype,C0340044,,các đợt cấp thường được cho là do các vi rút gây các bệnh nhiễm trùng đường hô hấp trên,01_copd.txt
181,Viêm phế quản cấp do vi khuẩn,Cause,C0339933,,Là nguyên nhân gây ra,Đợt cấp COPD,DiseaseSubtype,C0340044,,"Nguyên nhân cụ thể của bất kỳ đợt cấp nào không phải lúc nào cũng xác định được, nhưng các đợt cấp thường được cho là do các vi rút gây các bệnh nhiễm trùng đường hô hấp trên, viêm phế quản cấp do vi khuẩn hoặc tiếp xúc với các chất kích thích hô hấp.",01_copd.txt
182,Viêm phế quản mạn tính tắc nghẽn,DiseaseSubtype,C0155874,,Là phân loại / thể bệnh của,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Bệnh phổi tắc nghẽn mạn tính (COPD) đặc trưng bởi sự giới hạn về luồng khí thở gây ra do đáp ứng viêm do hít phải các chất khí độc hại, thường là khói thuốc lá.",01_copd.txt
183,Viêm phổi,Complication,C0032285,,Là nguyên nhân gây ra,Tăng carbon dioxide,Disease,C0020440,,các yếu tố khác gây tăng CO2 máu (ví dụ: viêm phổi hoặc phù phổi).,03_dieutridotcap.txt
184,Viêm phổi,Complication,C0032285,,Là nguyên nhân gây ra,Tăng CO2 máu,Mechanism,C0020440,,các yếu tố khác gây tăng CO2 máu (ví dụ: viêm phổi hoặc phù phổi).,03_dieutridotcap.txt
185,Viêm tiểu phế quản tắc nghẽn,Disease,C0006272,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV, lạm dụng các loại thuốc bất hợp pháp (đặc biệt là cocaine và amphetamine), bệnh sarcoid, hội chứng Sjögren, viêm tiểu phế quản tắc nghẽn, bệnh u cơ trơn mạch bạch huyết và u hạt do tăng bạch cầu ái toan.",01_copd.txt
186,Vòng lặp lưu lượng-thể tích,Test,C0428734,,Hỗ trợ đánh giá,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Vòng lặp lưu lượng-thể tích: Ghi lại đồng thời phế dung kế của luồng không khí và thể tích trong thời gian hết hạn tối đa bắt buộc và cảm hứng,01_copd.txt
187,Vòng lặp lưu lượng-thể tích,Test,C0428734,,Hỗ trợ đánh giá,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Vòng lặp lưu lượng-thể tích: Ghi lại đồng thời phế dung kế của luồng không khí và thể tích trong thời gian hết hạn tối đa bắt buộc và cảm hứng,01_copd.txt
188,X quang ngực,Test,C0039985,,Dùng để chẩn đoán,Bệnh phổi kẽ,Disease,C0206062,,COPD có thể được phân biệt với các bệnh phổi kẽ bằng hình ảnh chụp ngực cho thấy dấu hiệu tăng dần trong bệnh phổi kẽ,01_copd.txt
189,X quang ngực,Test,C0039985,,Dùng để chẩn đoán,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Chẩn đoán COPD và phân biệt nó với các bệnh lý có đặc điểm tương tự (ví dụ: hen, suy tim) chủ yếu dựa vào thông tin lâm sàng thường quy, chẳng hạn như các triệu chứng (đặc biệt là diễn biến theo thời gian), tuổi khởi phát, các yếu tố nguy cơ và kết quả kiểm tra thường quy (ví dụ: phim X quang ngực, kiểm tra chức năng phổi).",01_copd.txt
190,X quang ngực,Test,C0039985,,Dùng để chẩn đoán,Khí phế thũng,DiseaseSubtype,C0034067,,"Ở bệnh nhân khí phế thũng, những thay đổi có thể bao gồm tăng thể tích phổi biểu hiện vòm hoành nằm ngang",01_copd.txt
191,X quang ngực,Test,C0039985,,Dùng để chẩn đoán,Tràn khí màng phổi,Disease,C0032326,,Phim chụp X quang ngực thường được thực hiện để kiểm tra viêm phổi hoặc tràn khí màng phổi.,01_copd.txt
192,X quang ngực,Test,C0039985,,Dùng để chẩn đoán,Viêm phế quản mạn tính tắc nghẽn,DiseaseSubtype,C0155874,,"Ở những bệnh nhân bị viêm phế quản tắc nghẽn mạn tính, phim X quang ngực có thể bình thường hoặc có thể cho thấy sự gia tăng các dấu hiệu mạch máu phế quản hai đáy do dày thành phế quản.",01_copd.txt
193,X quang ngực,Test,C0039985,,Hỗ trợ loại trừ nguyên nhân gây,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Chẩn đoán COPD và phân biệt nó với các bệnh lý có đặc điểm tương tự (ví dụ: hen, suy tim) chủ yếu dựa vào thông tin lâm sàng thường quy, chẳng hạn như các triệu chứng (đặc biệt là diễn biến theo thời gian), tuổi khởi phát, các yếu tố nguy cơ và kết quả kiểm tra thường quy (ví dụ: phim X quang ngực, kiểm tra chức năng phổi).",01_copd.txt
194,Xét nghiệm chức năng phổi,Test,C0024119,,Dùng để chẩn đoán,Bệnh phổi kẽ,Disease,C0206062,,xét nghiệm chức năng phổi cho thấy khiếm khuyết thông khí hạn chế hơn là khiếm khuyết thông khí tắc nghẽn,01_copd.txt
195,Xét nghiệm chức năng phổi,Test,C0024119,,Dùng để chẩn đoán,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Chẩn đoán dựa trên bệnh sử, khám thực thể, chụp X-quang ngực và kiểm tra chức năng phổi.",01_copd.txt
196,Xét nghiệm chức năng phổi,Test,C0024119,,Dùng để chẩn đoán,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Chẩn đoán dựa trên bệnh sử, khám thực thể, chụp X-quang ngực và kiểm tra chức năng phổi.",01_copd.txt
197,Xét nghiệm chức năng phổi,Test,C0024119,,Dùng để chẩn đoán,Viêm phế quản mạn tính tắc nghẽn,DiseaseSubtype,C0155874,,Viêm phế quản mạn tính trở thành viêm phế quản tắc nghẽn mạn tính nếu có dấu hiệu tắc nghẽn luồng khí khi đo chức năng hô hấp.,01_copd.txt
198,Xét nghiệm di truyền,Test,C0679560,,Dùng để chẩn đoán,Thiếu alpha-1 antitrypsin,Cause,C0221757,,"Nếu nồng độ alpha-1 antitrypsin thấp, chẩn đoán cần được xác nhận bằng xét nghiệm di truyền để xác định kiểu hình alpha-1 antitrypsin.",01_copd.txt
199,Xét nghiệm di truyền,Test,C0679560,,Dùng để chẩn đoán,Thiếu hụt alpha-1 antitrypsin,DiseaseSubtype,C0221757,,"Nếu nồng độ alpha-1 antitrypsin thấp, chẩn đoán cần được xác nhận bằng xét nghiệm di truyền để xác định kiểu hình alpha-1 antitrypsin.",01_copd.txt
200,Xét nghiệm khí máu tĩnh mạch,Test,Chưa có,,Dùng để chẩn đoán,Tăng CO2 máu mạn tính,Disease,C1997771,,Khí máu tĩnh mạch rất hữu ích để chẩn đoán tăng CO2 máu cấp tính hoặc mạn tính.,01_copd.txt
201,Áp suất riêng phần carbon dioxide trong máu tĩnh mạch (PvCO2) > 55 mm Hg,Measurement,Chưa có,Thông số: PvCO2; Giá trị: >55 mm Hg,Xác định ngưỡng chẩn đoán cho,Suy hô hấp cấp,Complication,C0264490,,"hoặc áp suất riêng phần carbon dioxide trong máu tĩnh mạch (PvCO2) > 55 mm Hg ở bệnh nhân với toan máu do hô hấp (pH < 7,35) xác định suy hô hấp cấp tính.",01_copd.txt
202,Áp suất riêng phần carbon dioxide trong máu tĩnh mạch (PvCO2) > 55 mm Hg,Measurement,Chưa có,Thông số: PvCO2; Giá trị: >55 mm Hg,Xác định ngưỡng chẩn đoán cho,Suy hô hấp cấp tính,Disease,C0264490,,"hoặc áp suất riêng phần carbon dioxide trong máu tĩnh mạch (PvCO2) > 55 mm Hg ở bệnh nhân với toan máu do hô hấp (pH < 7,35) xác định suy hô hấp cấp tính.",01_copd.txt
203,Áp suất riêng phần carbon dioxide trong máu động mạch (PaCO2) > 50 mm Hg,Measurement,Chưa có,Thông số: PaCO2; Giá trị: >50 mm Hg,Xác định ngưỡng chẩn đoán cho,Suy hô hấp cấp,Complication,C0264490,,"Các dấu hiệu về áp suất riêng phần oxy động mạch (PaO2) < 50 mm Hg, hoặc áp suất riêng phần carbon dioxide trong máu động mạch (PaCO2) > 50 mm Hg, hoặc áp suất riêng phần carbon dioxide trong máu tĩnh mạch (PvCO2) > 55 mm Hg ở bệnh nhân với toan máu do hô hấp (pH < 7,35) xác định suy hô hấp cấp tính.",01_copd.txt
204,Áp suất riêng phần carbon dioxide trong máu động mạch (PaCO2) > 50 mm Hg,Measurement,Chưa có,Thông số: PaCO2; Giá trị: >50 mm Hg,Xác định ngưỡng chẩn đoán cho,Suy hô hấp cấp tính,Disease,C0264490,,"Các dấu hiệu về áp suất riêng phần oxy động mạch (PaO2) < 50 mm Hg, hoặc áp suất riêng phần carbon dioxide trong máu động mạch (PaCO2) > 50 mm Hg, hoặc áp suất riêng phần carbon dioxide trong máu tĩnh mạch (PvCO2) > 55 mm Hg ở bệnh nhân với toan máu do hô hấp (pH < 7,35) xác định suy hô hấp cấp tính.",01_copd.txt
205,Áp suất riêng phần oxy động mạch (PaO2) < 50 mm Hg,Measurement,Chưa có,Thông số: PaO2; Giá trị: <50 mm Hg,Xác định ngưỡng chẩn đoán cho,Suy hô hấp cấp,Complication,C0264490,,"Các dấu hiệu về áp suất riêng phần oxy động mạch (PaO2) < 50 mm Hg, hoặc áp suất riêng phần carbon dioxide trong máu động mạch (PaCO2) > 50 mm Hg, hoặc áp suất riêng phần carbon dioxide trong máu tĩnh mạch (PvCO2) > 55 mm Hg ở bệnh nhân với toan máu do hô hấp (pH < 7,35) xác định suy hô hấp cấp tính.",01_copd.txt
206,Áp suất riêng phần oxy động mạch (PaO2) < 50 mm Hg,Measurement,Chưa có,Thông số: PaO2; Giá trị: <50 mm Hg,Xác định ngưỡng chẩn đoán cho,Suy hô hấp cấp tính,Disease,C0264490,,"Các dấu hiệu về áp suất riêng phần oxy động mạch (PaO2) < 50 mm Hg, hoặc áp suất riêng phần carbon dioxide trong máu động mạch (PaCO2) > 50 mm Hg, hoặc áp suất riêng phần carbon dioxide trong máu tĩnh mạch (PvCO2) > 55 mm Hg ở bệnh nhân với toan máu do hô hấp (pH < 7,35) xác định suy hô hấp cấp tính.",01_copd.txt
207,Ô nhiễm không khí,RiskFactor,C0001873,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Tiếp xúc với khói thuốc lá thụ động, ô nhiễm không khí và bụi nghề nghiệp (ví dụ: bụi khoáng, bụi bông) hoặc hóa chất hít vào (ví dụ: cadmium) góp phần gây nguy cơ mắc COPD nhưng ít quan trọng hơn so với hút thuốc lá.",01_copd.txt
208,Ô nhiễm không khí,RiskFactor,C0001873,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Tiếp xúc với khói thuốc lá thụ động, ô nhiễm không khí và bụi nghề nghiệp (ví dụ: bụi khoáng, bụi bông) hoặc hóa chất hít vào (ví dụ: cadmium) góp phần gây nguy cơ mắc COPD nhưng ít quan trọng hơn so với hút thuốc lá.",01_copd.txt
209,Đáp ứng viêm,Mechanism,C1155266,,Là cơ chế sinh bệnh học của,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Lặp đi lặp lại các đợt nhiễm trùng làm tăng gánh nặng của đáp ứng viêm, làm tăng quá trình tiến triển bệnh.",01_copd.txt
210,Đáp ứng viêm,Mechanism,C1155266,,Là cơ chế sinh bệnh học của,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Lặp đi lặp lại các đợt nhiễm trùng làm tăng gánh nặng của đáp ứng viêm, làm tăng quá trình tiến triển bệnh.",01_copd.txt
211,Đường kính kén khí >= 1 cm,Measurement,Chưa có,Thông số: Đường kính kén khí; min_value: 1,Xác định ngưỡng chẩn đoán cho,Kén khí,DiseaseSubtype,C0241982,,"Các khoang phế nang mở rộng đôi khi ghép với nhau thành kén khí, được định nghĩa là khoảng khí có đường kính >= 1 cm.",01_copd.txt
212,Đường kính động mạch phổi > Đường kính động mạch chủ lên,Measurement,Chưa có,Thông số: Tỷ lệ đường kính động mạch phổi/động mạch chủ lên,Gợi ý chẩn đoán,Tăng áp động mạch phổi,DiseaseSubtype,C2973725,,Đường kính động mạch phổi mở rộng lớn hơn đường kính động mạch chủ lên gợi ý tăng áp động mạch phổi.,01_copd.txt
213,Đợt cấp COPD,DiseaseSubtype,C0340044,,Là phân loại / thể bệnh của,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Các đợt cấp tính xảy ra rải rác trong quá trình mắc COPD,01_copd.txt
