STT,Thực thể nguồn (Source),Loại nguồn (Type),Mã CUI nguồn,Chỉ số nguồn (Attributes),Quan hệ lâm sàng (Relation),Thực thể đích (Target),Loại đích (Type),Mã CUI đích,Chỉ số đích (Attributes),Bằng chứng văn bản gốc (Evidence Span),Tài liệu nguồn
186,Phẫu thuật ghép phổi,Treatment,C0024128,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Phẫu thuật điều trị COPD được chỉ định cho một số bệnh nhân. Việc này có thể bao gồm các thủ thuật làm giảm thể tích phổi hoặc ghép phổi.,02_dieutri.txt
187,Phẫu thuật giảm thể tích phổi,Treatment,C0524689,,Cải thiện,Hạn chế luồng khí,Sign,C0024117,,Phẫu thuật điều trị COPD được chỉ định cho một số bệnh nhân. Việc này có thể bao gồm các thủ thuật làm giảm thể tích phổi,02_dieutri.txt
188,Phẫu thuật giảm thể tích phổi,Treatment,C0524689,,Điều trị,Khí phế thũng,DiseaseSubtype,C0034067,,Phẫu thuật giảm thể tích phổi bao gồm việc cắt bỏ các vùng khí phế thũng không còn chức năng.,02_dieutri.txt
189,Phẫu thuật giảm thể tích phổi,Treatment,C0524689,,Điều trị,Khí thũng nặng,DiseaseSubtype,Chưa có,,"Quy trình này cải thiện chức năng phổi, khả năng tập luyện và chất lượng cuộc sống ở những bệnh nhân bị khí thũng nặng",02_dieutri.txt
190,Phẫu thuật giảm thể tích phổi,Treatment,C0524689,,Điều trị,Phế thũng,Disease,C0034067,,Phẫu thuật giảm thể tích phổi bao gồm việc cắt bỏ các vùng khí phế thũng không còn chức năng.,02_dieutri.txt
191,Phục hồi chức năng hô hấp,Treatment,C0199529,,Cải thiện chức năng cho,Hạn chế luồng khí,Sign,C0024117,,Các chương trình phục hồi chức năng phổi đóng vai trò hỗ trợ cho việc điều trị bằng thuốc nhằm cải thiện chức năng thể chất,02_dieutri.txt
192,Phục hồi chức năng hô hấp,Treatment,C0199529,,Cải thiện triệu chứng cho,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Phục hồi chức năng hô hấp bao gồm đào tạo tập thể dục có cấu trúc và giám sát, tư vấn dinh dưỡng, và giáo dục tự quản lý.",01_copd.txt
193,Phục hồi chức năng hô hấp,Treatment,C0199529,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Phục hồi chức năng hô hấp bao gồm đào tạo tập thể dục có cấu trúc và giám sát, tư vấn dinh dưỡng, và giáo dục tự quản lý.",01_copd.txt
194,Phục hồi chức năng ảo,Treatment,C4042802,,Điều trị,COPD rất nặng,DiseaseSubtype,Chưa có,,phục hồi chức năng ảo được khuyến nghị cho bệnh nhân làm một giải pháp thay thế cho chương trình trực tiếp.,02_dieutri.txt
195,Protease,Mechanism,C5200997,,Gây tổn thương cơ quan,Phổi,Organ,C0024109,,"Các protease tại phổi, như elastase của bạch cầu trung tính, metalloproteinase của gian bào, và cathepsin, làm giảm elastin và mô liên kết trong quá trình sửa chữa mô thông thường.",01_copd.txt
196,Protease,Mechanism,C5200997,,Là cơ chế sinh bệnh học của,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Ở những bệnh nhân COPD, bạch cầu trung tính được hoạt hóa và các tế bào viêm khác giải phóng proteases như một phần của quá trình viêm; hoạt tính protease vượt quá hoạt tính antiprotease, hậu quả là sự phá hủy mô liên kết và tăng tiết chất nhầy.",01_copd.txt
197,Protease,Mechanism,C5200997,,Là cơ chế sinh bệnh học của,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Ở những bệnh nhân COPD, bạch cầu trung tính được hoạt hóa và các tế bào viêm khác giải phóng proteases như một phần của quá trình viêm; hoạt tính protease vượt quá hoạt tính antiprotease, hậu quả là sự phá hủy mô liên kết và tăng tiết chất nhầy.",01_copd.txt
198,Rối loạn hô hấp ở trẻ em,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,rối loạn hô hấp ở trẻ em cũng góp phần gây nguy cơ bị COPD.,01_copd.txt
199,Salmeterol,Drug,C0073992,,Cải thiện,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
200,Salmeterol,Drug,C0073992,,Cải thiện,Hạn chế luồng khí,Sign,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
201,Salmeterol,Drug,C0073992,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
202,Siêu âm tim,Test,C0013516,,Dùng để chẩn đoán,Bệnh lý van tim,Disease,C0018824,,Siêu âm tim thường được chỉ định khi nghi ngờ có bệnh của tâm thất trái hoặc bệnh lý van tim.,01_copd.txt
203,Siêu âm tim,Test,C0013516,,Dùng để chẩn đoán,Bệnh tâm thất trái,Disease,C5686755,,Siêu âm tim thường được chỉ định khi nghi ngờ có bệnh của tâm thất trái hoặc bệnh lý van tim.,01_copd.txt
204,Siêu âm tim,Test,C0013516,,Dùng để chẩn đoán,Tăng áp động mạch phổi,DiseaseSubtype,C2973725,,Siêu âm tim đôi khi hữu ích để đánh giá chức năng thất phải và tăng áp động mạch phổi,01_copd.txt
205,Siêu âm tại giường (POCUS),Test,C5396784,,Dùng để chẩn đoán,Tràn khí màng phổi,Disease,C0032326,,Siêu âm tại giường (POCUS) có thể là một thủ thuật bổ trợ hữu ích để chẩn đoán nhanh viêm phổi hoặc tràn khí màng phổi.,01_copd.txt
206,Sử dụng nhiên liệu sinh khối,RiskFactor,Chưa có,,Gây ra,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"việc sử dụng rộng rãi nhiên liệu sinh khối, chẳng hạn như gỗ, cỏ hoặc các vật liệu hữu cơ khác, cũng góp phần làm tăng tỷ lệ hiện hành của COPD.",01_copd.txt
207,Sử dụng nhiên liệu sinh khối,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"việc sử dụng rộng rãi nhiên liệu sinh khối, chẳng hạn như gỗ, cỏ hoặc các vật liệu hữu cơ khác, cũng góp phần làm tăng tỷ lệ hiện hành của COPD.",01_copd.txt
208,Thiếu alpha-1 antitrypsin,Cause,C0221757,,Là nguyên nhân gây ra,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,COPD dường như có tính gia đình do thiếu alpha-1 antitrypsin (thiếu hụt chất ức chế alpha-1 antiprotease).,01_copd.txt
209,Thiếu alpha-1 antitrypsin,Cause,C0221757,,Là nguyên nhân gây ra,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,COPD dường như có tính gia đình do thiếu alpha-1 antitrypsin (thiếu hụt chất ức chế alpha-1 antiprotease).,01_copd.txt
210,Thiếu alpha-1 antitrypsin,Cause,C0221757,,Là nguyên nhân gây ra,Khí phế thũng,DiseaseSubtype,C0034067,,Sự thay đổi khí phế thũng xuất hiện chủ yếu ở đáy phổi gợi ý thiếu alpha-1 antitrypsin.,01_copd.txt
211,Thiếu hụt alpha-1 antitrypsin,DiseaseSubtype,C0221757,,Góp phần gây ra,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,COPD dường như có tính gia đình do thiếu alpha-1 antitrypsin (thiếu hụt chất ức chế alpha-1 antiprotease).,01_copd.txt
212,Thiếu hụt alpha-1 antitrypsin,DiseaseSubtype,C0221757,,Là nguyên nhân gây ra,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,COPD dường như có tính gia đình do thiếu alpha-1 antitrypsin (thiếu hụt chất ức chế alpha-1 antiprotease).,01_copd.txt
213,Thiếu hụt alpha-1 antitrypsin,DiseaseSubtype,C0221757,,Là nguyên nhân gây ra,Khí phế thũng,DiseaseSubtype,C0034067,,Sự thay đổi khí phế thũng xuất hiện chủ yếu ở đáy phổi gợi ý thiếu alpha-1 antitrypsin.,01_copd.txt
214,Thuốc an thần giảm nhẹ,DrugClass,C2878220,,Hỗ trợ chăm sóc cuối đời cho,COPD nặng,DiseaseSubtype,C0730607,,"Đối với những bệnh nhân mắc COPD nặng, hãy chủ động giải quyết vấn đề chăm sóc cuối đời, bao gồm các ưu tiên về thở máy và thuốc an thần giảm nhẹ.",03_dieutridotcap.txt
215,Thuốc chủ vận beta,DrugClass,C0001644,,Cải thiện triệu chứng do,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
216,Thuốc chủ vận beta,DrugClass,C0001644,,Cải thiện triệu chứng do,Hạn chế luồng khí,Sign,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
217,Thuốc chủ vận beta,DrugClass,C0001644,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
218,Thuốc chủ vận beta,DrugClass,C0001644,,Điều trị,Hẹp đường dẫn khí,Mechanism,C0001883,,"Các thuốc chủ vận beta và thuốc kháng cholinergic, có hoặc không có corticosteroid, nên được bắt đầu đồng thời với liệu pháp oxy (bất kể cách dùng oxy) với mục đích làm giảm sự tắc nghẽn đường thở.",03_dieutridotcap.txt
219,Thuốc chủ vận beta,DrugClass,C0001644,,Điều trị,Tắc nghẽn đường thở,DiseaseSubtype,C0001883,,"Các thuốc chủ vận beta và thuốc kháng cholinergic, có hoặc không có corticosteroid, nên được bắt đầu đồng thời với liệu pháp oxy (bất kể cách dùng oxy) với mục đích làm giảm sự tắc nghẽn đường thở.",03_dieutridotcap.txt
220,Thuốc chủ vận beta tác dụng kéo dài (LABA),DrugClass,Chưa có,,Giảm đợt cấp ở bệnh nhân có,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Tần suất các đợt cấp có thể giảm với việc sử dụng thuốc kháng cholinergic, corticosteroid dạng hít, hoặc các thuốc chủ vận beta tác dụng kéo dài.",02_dieutri.txt
221,Thuốc chủ vận beta tác dụng kéo dài (LABA),DrugClass,Chưa có,,Giảm đợt cấp ở bệnh nhân có,Hạn chế luồng khí,Sign,C0024117,,"Tần suất các đợt cấp có thể giảm với việc sử dụng thuốc kháng cholinergic, corticosteroid dạng hít, hoặc các thuốc chủ vận beta tác dụng kéo dài.",02_dieutri.txt
222,Thuốc chủ vận beta tác dụng kéo dài (LABA),DrugClass,Chưa có,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Tần suất các đợt cấp có thể giảm với việc sử dụng thuốc kháng cholinergic, corticosteroid dạng hít, hoặc các thuốc chủ vận beta tác dụng kéo dài.",02_dieutri.txt
223,Thuốc chủ vận beta tác dụng ngắn,DrugClass,Chưa có,,Điều trị,Đợt cấp COPD,DiseaseSubtype,C0340044,,Thuốc chủ vận beta tác dụng ngắn dạng hít là nền tảng của điều trị bằng thuốc trong các đợt cấp tính.,03_dieutridotcap.txt
224,Thuốc chủ vận beta tác dụng ngắn (SABA),DrugClass,Chưa có,,Điều trị,Đợt cấp COPD,DiseaseSubtype,C0340044,,Thuốc chủ vận beta tác dụng ngắn dạng hít là nền tảng của điều trị bằng thuốc trong các đợt cấp tính.,03_dieutridotcap.txt
225,Thuốc chủ vận beta-adrenergic tác dụng kéo dài (LABA),DrugClass,Chưa có,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Điều trị làm giảm các triệu chứng nhanh chóng bằng các thuốc chủ yếu là beta-adrenergic tác dụng ngắn và giảm đợt cấp bằng corticosteroid dạng hít, thuốc beta-adrenergic tác dụng kéo dài, thuốc kháng cholinergic tác dụng kéo dài hoặc một dạng phối hợp .",01_copd.txt
226,Thuốc chủ vận beta-adrenergic tác dụng kéo dài (LABA),DrugClass,Chưa có,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Điều trị làm giảm các triệu chứng nhanh chóng bằng các thuốc chủ yếu là beta-adrenergic tác dụng ngắn và giảm đợt cấp bằng corticosteroid dạng hít, thuốc beta-adrenergic tác dụng kéo dài, thuốc kháng cholinergic tác dụng kéo dài hoặc một dạng phối hợp .",01_copd.txt
227,Thuốc chủ vận beta-adrenergic tác dụng ngắn (SABA),DrugClass,Chưa có,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Điều trị làm giảm các triệu chứng nhanh chóng bằng các thuốc chủ yếu là beta-adrenergic tác dụng ngắn,01_copd.txt
228,Thuốc chủ vận beta-adrenergic tác dụng ngắn (SABA),DrugClass,Chưa có,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Điều trị làm giảm các triệu chứng nhanh chóng bằng các thuốc chủ yếu là beta-adrenergic tác dụng ngắn,01_copd.txt
229,Thuốc cường beta-adrenergic tác dụng kéo dài,DrugClass,Chưa có,,Giảm triệu chứng do,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Giảm nhanh các triệu chứng của bệnh phổi tắc nghẽn mạn tính với các thuốc cường beta-adrenergic tác dụng ngắn ban đầu và làm giảm đợt cấp bằng corticosteroid dạng hít, các thuốc cường beta-adrenergic tác dụng kéo dài, các thuốc kháng cholinergic có tác dụng kéo dài hoặc một dạng phối hợp.",02_dieutri.txt
230,Thuốc cường beta-adrenergic tác dụng kéo dài,DrugClass,Chưa có,,Giảm triệu chứng do,Hạn chế luồng khí,Sign,C0024117,,"Giảm nhanh các triệu chứng của bệnh phổi tắc nghẽn mạn tính với các thuốc cường beta-adrenergic tác dụng ngắn ban đầu và làm giảm đợt cấp bằng corticosteroid dạng hít, các thuốc cường beta-adrenergic tác dụng kéo dài, các thuốc kháng cholinergic có tác dụng kéo dài hoặc một dạng phối hợp.",02_dieutri.txt
231,Thuốc cường beta-adrenergic tác dụng kéo dài,DrugClass,Chưa có,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Giảm nhanh các triệu chứng của bệnh phổi tắc nghẽn mạn tính với các thuốc cường beta-adrenergic tác dụng ngắn ban đầu và làm giảm đợt cấp bằng corticosteroid dạng hít, các thuốc cường beta-adrenergic tác dụng kéo dài, các thuốc kháng cholinergic có tác dụng kéo dài hoặc một dạng phối hợp.",02_dieutri.txt
232,Thuốc cường beta-adrenergic tác dụng ngắn,DrugClass,Chưa có,,Giảm triệu chứng do,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Giảm nhanh các triệu chứng của bệnh phổi tắc nghẽn mạn tính với các thuốc cường beta-adrenergic tác dụng ngắn ban đầu,02_dieutri.txt
233,Thuốc cường beta-adrenergic tác dụng ngắn,DrugClass,Chưa có,,Giảm triệu chứng do,Hạn chế luồng khí,Sign,C0024117,,Giảm nhanh các triệu chứng của bệnh phổi tắc nghẽn mạn tính với các thuốc cường beta-adrenergic tác dụng ngắn ban đầu,02_dieutri.txt
234,Thuốc cường beta-adrenergic tác dụng ngắn,DrugClass,Chưa có,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Giảm nhanh các triệu chứng của bệnh phổi tắc nghẽn mạn tính với các thuốc cường beta-adrenergic tác dụng ngắn ban đầu,02_dieutri.txt
235,Thuốc giãn phế quản,DrugClass,C0006280,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,trong khi đáp ứng đáng kể với thuốc giãn phế quản dự đoán thời gian sống thêm được cải thiện.,01_copd.txt
236,Thuốc giãn phế quản,DrugClass,C0006280,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,trong khi đáp ứng đáng kể với thuốc giãn phế quản dự đoán thời gian sống thêm được cải thiện.,01_copd.txt
237,Thuốc giãn phế quản dạng hít,DrugClass,C0578554,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Thuốc giãn phế quản dạng hít là thuốc trụ cột trong kiểm soát COPD,02_dieutri.txt
238,Thuốc giãn phế quản dạng hít,DrugClass,C0578554,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Thuốc giãn phế quản dạng hít là thuốc trụ cột trong kiểm soát COPD,02_dieutri.txt
239,Thuốc giãn phế quản dạng hít,DrugClass,C0578554,,Điều trị,Hạn chế luồng khí,Sign,C0024117,,Thuốc giãn phế quản dạng hít là thuốc trụ cột trong kiểm soát COPD,02_dieutri.txt
240,Thuốc giãn phế quản tác dụng ngắn,DrugClass,Chưa có,,Làm giảm,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Thuốc giãn phế quản tác dụng ngắn giải cứu cần phải được kê đơn cho tất cả các bệnh nhân để làm giảm triệu chứng ngay lập tức.,02_dieutri.txt
241,Thuốc giãn phế quản tác dụng ngắn,DrugClass,Chưa có,,Làm giảm,Hạn chế luồng khí,Sign,C0024117,,Thuốc giãn phế quản tác dụng ngắn giải cứu cần phải được kê đơn cho tất cả các bệnh nhân để làm giảm triệu chứng ngay lập tức.,02_dieutri.txt
242,Thuốc giãn phế quản tác dụng ngắn,DrugClass,Chưa có,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Thuốc giãn phế quản tác dụng ngắn giải cứu cần phải được kê đơn cho tất cả các bệnh nhân để làm giảm triệu chứng ngay lập tức.,02_dieutri.txt
243,Thuốc kháng cholinergic,DrugClass,C0242896,,Điều trị,Hẹp đường dẫn khí,Mechanism,C0001883,,"Các thuốc chủ vận beta và thuốc kháng cholinergic, có hoặc không có corticosteroid, nên được bắt đầu đồng thời với liệu pháp oxy (bất kể cách dùng oxy) với mục đích làm giảm sự tắc nghẽn đường thở.",03_dieutridotcap.txt
244,Thuốc kháng cholinergic,DrugClass,C0242896,,Điều trị,Tắc nghẽn đường thở,DiseaseSubtype,C0001883,,"Các thuốc chủ vận beta và thuốc kháng cholinergic, có hoặc không có corticosteroid, nên được bắt đầu đồng thời với liệu pháp oxy (bất kể cách dùng oxy) với mục đích làm giảm sự tắc nghẽn đường thở.",03_dieutridotcap.txt
245,Thuốc kháng cholinergic tác dụng kéo dài,DrugClass,Chưa có,,Làm giảm,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Giảm nhanh các triệu chứng của bệnh phổi tắc nghẽn mạn tính với các thuốc cường beta-adrenergic tác dụng ngắn ban đầu và làm giảm đợt cấp bằng corticosteroid dạng hít, các thuốc cường beta-adrenergic tác dụng kéo dài, các thuốc kháng cholinergic có tác dụng kéo dài hoặc một dạng phối hợp.",02_dieutri.txt
246,Thuốc kháng cholinergic tác dụng kéo dài,DrugClass,Chưa có,,Làm giảm,Hạn chế luồng khí,Sign,C0024117,,"Giảm nhanh các triệu chứng của bệnh phổi tắc nghẽn mạn tính với các thuốc cường beta-adrenergic tác dụng ngắn ban đầu và làm giảm đợt cấp bằng corticosteroid dạng hít, các thuốc cường beta-adrenergic tác dụng kéo dài, các thuốc kháng cholinergic có tác dụng kéo dài hoặc một dạng phối hợp.",02_dieutri.txt
247,Thuốc kháng cholinergic tác dụng kéo dài,DrugClass,Chưa có,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Giảm nhanh các triệu chứng của bệnh phổi tắc nghẽn mạn tính với các thuốc cường beta-adrenergic tác dụng ngắn ban đầu và làm giảm đợt cấp bằng corticosteroid dạng hít, các thuốc cường beta-adrenergic tác dụng kéo dài, các thuốc kháng cholinergic có tác dụng kéo dài hoặc một dạng phối hợp.",02_dieutri.txt
248,Thuốc kháng cholinergic tác dụng kéo dài (LAMA),DrugClass,Chưa có,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Điều trị làm giảm các triệu chứng nhanh chóng bằng các thuốc chủ yếu là beta-adrenergic tác dụng ngắn và giảm đợt cấp bằng corticosteroid dạng hít, thuốc beta-adrenergic tác dụng kéo dài, thuốc kháng cholinergic tác dụng kéo dài hoặc một dạng phối hợp .",01_copd.txt
249,Thuốc kháng cholinergic tác dụng kéo dài (LAMA),DrugClass,Chưa có,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Điều trị làm giảm các triệu chứng nhanh chóng bằng các thuốc chủ yếu là beta-adrenergic tác dụng ngắn và giảm đợt cấp bằng corticosteroid dạng hít, thuốc beta-adrenergic tác dụng kéo dài, thuốc kháng cholinergic tác dụng kéo dài hoặc một dạng phối hợp .",01_copd.txt
250,Thuốc lá,RiskFactor,C0543414,,Là yếu tố nguy cơ của,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Khuyến khích cai thuốc lá,02_dieutri.txt
251,Thuốc lá,RiskFactor,C0543414,,Là yếu tố nguy cơ của,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Khuyến khích cai thuốc lá,02_dieutri.txt
252,Thuốc lá,RiskFactor,C0543414,,Là yếu tố nguy cơ của,Hạn chế luồng khí,Sign,C0024117,,Khuyến khích cai thuốc lá,02_dieutri.txt
253,Thuốc ức chế Phosphodiesterase-4,DrugClass,C2936609,,Làm giảm,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Các chất ức chế Phosphodiesterase-4 như roflumilast có thể được sử dụng cùng với các thuốc giãn phế quản khác để giảm đợt cấp ở những bệnh nhân mắc bệnh COPD,02_dieutri.txt
254,Thuốc ức chế Phosphodiesterase-4,DrugClass,C2936609,,Làm giảm,Hạn chế luồng khí,Sign,C0024117,,Các chất ức chế Phosphodiesterase-4 như roflumilast có thể được sử dụng cùng với các thuốc giãn phế quản khác để giảm đợt cấp ở những bệnh nhân mắc bệnh COPD,02_dieutri.txt
255,Thuốc ức chế Phosphodiesterase-4,DrugClass,C2936609,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Các chất ức chế Phosphodiesterase-4 như roflumilast có thể được sử dụng cùng với các thuốc giãn phế quản khác để giảm đợt cấp ở những bệnh nhân mắc bệnh COPD,02_dieutri.txt
256,Thông khí cơ học,Treatment,C0199470,,Điều trị,COPD nặng,DiseaseSubtype,C0730607,,"Đối với những bệnh nhân mắc COPD nặng, hãy chủ động giải quyết vấn đề chăm sóc cuối đời, bao gồm các ưu tiên về thở máy",03_dieutridotcap.txt
257,Thông khí cơ học,Treatment,C0199470,,Điều trị,Suy hô hấp cấp,Disease,C0264490,,Dù quá lo lắng đến sự phụ thuộc của máy thở cũng không nên trì hoãn việc điều trị suy hô hấp cấp; nhiều bệnh nhân cần thông khí cơ học có thể trở lại tình trạng sức khỏe với mức như trước khi bị đợt cấp.,03_dieutridotcap.txt
258,Thông khí không xâm lấn (NIV),Treatment,C2349740,,Điều trị,Tăng CO2 máu mạn tính nặng,DiseaseSubtype,Chưa có,,"Ở những bệnh nhân bị tăng CO2 mạn tính nặng phải nhập viện vì đợt cấp, thông khí không xâm lấn về đêm làm giảm tình trạng tăng CO2 máu",03_dieutridotcap.txt
259,Thông khí không xâm lấn về đêm,Treatment,Chưa có,,Điều trị,Tăng CO2 mạn tính nặng,Disease,Chưa có,,"Ở những bệnh nhân bị tăng CO2 mạn tính nặng phải nhập viện vì đợt cấp, thông khí không xâm lấn về đêm làm giảm tình trạng tăng CO2 máu",03_dieutridotcap.txt
260,Thông khí áp lực dương không xâm lấn,Treatment,C3164735,,Điều trị,Đợt cấp hen suyễn nặng,Complication,C3872851,,"Thông khí không xâm lấn dường như làm giảm nhu cầu đặt nội khí quản, giảm thời gian nằm viện và giảm tỷ lệ tử vong ở những bệnh nhân bị đợt cấp nặng",03_dieutridotcap.txt
261,Thông khí áp lực dương không xâm lấn,Treatment,C3164735,,Điều trị,Đợt cấp nặng,DiseaseSubtype,C3872851,,"Thông khí không xâm lấn dường như làm giảm nhu cầu đặt nội khí quản, giảm thời gian nằm viện và giảm tỷ lệ tử vong ở những bệnh nhân bị đợt cấp nặng",03_dieutridotcap.txt
262,Thủ thuật giảm thể tích phổi,Treatment,C0524689,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Các thủ thuật giảm thể tích phổi hoặc cấy ghép được sử dụng trong bệnh tiến triển.,01_copd.txt
263,Thủ thuật giảm thể tích phổi,Treatment,C0524689,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Các thủ thuật giảm thể tích phổi hoặc cấy ghép được sử dụng trong bệnh tiến triển.,01_copd.txt
264,Tiêu chuẩn chẩn đoán viêm phế quản mạn tính: ho có đờm >= 3 tháng/năm trong 2 năm liên tiếp,Measurement,Chưa có,Thông số: Thời gian ho có đờm; min_value: 3; duration: 2 năm liên tiếp,Xác định ngưỡng chẩn đoán cho,Viêm phế quản mạn tính,Disease,C0008677,,Viêm phế quản mạn tính được định nghĩa là ho có đờm trong hầu hết các ngày trong tuần ít nhất là 3 tháng trong 2 năm liên tiếp.,01_copd.txt
265,Tiếp xúc chất kích thích hô hấp,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Đợt cấp COPD,DiseaseSubtype,C0340044,,"Nguyên nhân cụ thể của bất kỳ đợt cấp nào không phải lúc nào cũng xác định được, nhưng các đợt cấp thường được cho là do các vi rút gây các bệnh nhiễm trùng đường hô hấp trên, viêm phế quản cấp do vi khuẩn hoặc tiếp xúc với các chất kích thích hô hấp.",01_copd.txt
266,TNF-alpha,Mechanism,C1456820,,Gây ra,Hạn chế luồng khí,Sign,C0024117,,"Bệnh nhân mắc COPD có nguy cơ sụt cân và thiếu hụt dinh dưỡng do tiêu tốn năng lượng cho các hoạt động hàng ngày cao hơn, giảm lượng calo đưa vào so với nhu cầu do khó thở và tác dụng dị hóa của các cytokine gây viêm như yếu tố hoại tử khối u (TNF)-alpha.",02_dieutri.txt
267,TNF-alpha,Mechanism,C1456820,,Liên quan đến,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Giảm cân có thể xảy ra, có lẽ là do không đủ lượng calo nạp vào và tăng mức độ lưu hành của yếu tố hoại tử khối u (TNF)-alpha.",01_copd.txt
268,Trimethoprim/sulfamethoxazole,Drug,C0041044,,Điều trị,Đợt cấp,DiseaseSubtype,C2919376,,"Trimethoprim/sulfamethoxazole, amoxicillin hoặc doxycycline được cho dùng trong 7 ngày đến 14 ngày.",03_dieutridotcap.txt
269,Trọng lượng cơ thể thấp,RiskFactor,C0041667,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Trọng lượng cơ thể thấp và rối loạn hô hấp ở trẻ em cũng góp phần gây nguy cơ bị COPD.,01_copd.txt
