STT,Thực thể nguồn (Source),Loại nguồn (Type),Mã CUI nguồn,Chỉ số nguồn (Attributes),Quan hệ lâm sàng (Relation),Thực thể đích (Target),Loại đích (Type),Mã CUI đích,Chỉ số đích (Attributes),Bằng chứng văn bản gốc (Evidence Span),Tài liệu nguồn
187,Viêm do dị ứng (T2),DiseaseSubtype,Chưa có,,Là phân loại / thể bệnh của,Hen,Disease,C0004096,,"T2, hoặc viêm do dị ứng, thường được đặc trưng bởi tăng oxit nitric thở ra (FeNO), tăng số lượng bạch cầu ái toan trong máu và tăng IgE huyết thanh và là phân nhóm bệnh hen suyễn được công nhận là phổ biến nhất.",henphequan.txt
188,Viêm mũi dị ứng,Disease,C2607914,,Làm tăng nguy cơ mắc,Hen,Disease,C0004096,,"Trước khi liệu pháp được tăng cường, việc tuân thủ, tiếp xúc với các yếu tố môi trường (ví dụ: tiếp xúc với chất kích thích) và sự hiện diện của các bệnh kèm theo (ví dụ: béo phì, viêm mũi dị ứng, bệnh trào ngược dạ dày thực quản, bệnh phổi tắc nghẽn mạn tính, ngưng thở khi ngủ do tắc nghẽn, rối loạn chức năng dây thanh âm, sử dụng cocaine dạng hít).",henphequan.txt
189,"Vắc xin, kháng sinh",RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Hen,Disease,C0004096,,"Xu hướng với các gia đình có ít trẻ hơn, môi trường trong nhà sạch hơn và việc sử dụng sớm vắc xin, kháng sinh có thể làm mất đi sự ức chế T2 ở trẻ, ức chế dung nạp. Điều đó có thể phần nào giải thích sự gia tăng liên tục tỷ lệ hen suyễn ở các nước thu nhập cao hơn",henphequan.txt
190,X-quang ngực,Test,C0039985,,Giúp phát hiện,Căng phồng phổi quá mức,Sign,Chưa có,,Chụp X-quang ngực cho thấy thường xuyên có căng phồng phổi quá mức,henphequan.txt
191,X-quang ngực,Test,C0039985,,Dùng để chẩn đoán,Hen,Disease,C0004096,,Chụp X-quang ngực cho thấy thường xuyên có căng phồng phổi quá mức và hiếm khi tràn khí màng phổi hoặc tràn khí trung thất.,henphequan.txt
192,X-quang ngực,Test,C0039985,,Dùng để chẩn đoán,Suy tim,Complication,C0018801,,"X-quang ngực có thể giúp loại trừ một số nguyên nhân gây hen hoặc chẩn đoán thay thế, chẳng hạn như suy tim hoặc là viêm phổi.",henphequan.txt
193,X-quang ngực,Test,C0039985,,Dùng để chẩn đoán,Viêm phổi,Complication,C0032285,,"X-quang ngực có thể giúp loại trừ một số nguyên nhân gây hen hoặc chẩn đoán thay thế, chẳng hạn như suy tim hoặc là viêm phổi.",henphequan.txt
194,Xét nghiệm cận lâm sàng,Test,C0086143,,Dùng để chẩn đoán,Đợt cấp hen,Complication,C0340061,,Bệnh nhân hen có đợt cấp được đánh giá dựa trên các tiêu chí lâm sàng nhưng đôi khi cũng phải làm các xét nghiệm nhất định:,henphequan.txt
195,Xét nghiệm cận lâm sàng,Test,C0086143,,Dùng để chẩn đoán,Đợt cấp hen phế quản,DiseaseSubtype,C0340061,,Bệnh nhân hen có đợt cấp được đánh giá dựa trên các tiêu chí lâm sàng nhưng đôi khi cũng phải làm các xét nghiệm nhất định:,henphequan.txt
196,Yếu tố chu sinh,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Hen,Disease,C0004096,,"Hen suyễn cũng liên quan đến các yếu tố chu sinh, chẳng hạn như bà mẹ sinh con khi còn quá trẻ, dinh dưỡng kém của bà mẹ, trẻ sơ sinh non tháng, trẻ sơ sinh nhẹ cân và thiếu sữa mẹ.",henphequan.txt
197,Yếu tố khởi phát,RiskFactor,C0032930,,Làm tăng nguy cơ mắc,Hen,Disease,C0004096,,thường xuất hiện khi tiếp xúc với một hoặc nhiều yếu tố khởi phát.,henphequan.txt
198,Zileuton,Drug,C0081408,,Điều trị,Hen,Disease,C0004096,,"Ngoài ra, zileuton chỉ nên được sử dụng cho trẻ em >= 12 tuổi.",henphequan.txt
199,Điều trị hen suyễn,Treatment,C1318955,,Điều trị,Hen,Disease,C0004096,,"Mức độ nặng thường chỉ có thể được đánh giá trực tiếp trước khi bắt đầu điều trị, vì khi bệnh nhân đáp ứng tốt điều trị thì sẽ có ít triệu chứng.",henphequan.txt
200,"Đo chức năng hô hấp (FEV1, FEV1/FVC, FVC)",Test,C0037981,,Dùng để chẩn đoán,Hen,Disease,C0004096,,Đo chức năng hô hấp nên được lặp lại ít nhất từ 1 đến 2 năm ở bệnh nhân hen suyễn để theo dõi sự tiến triển của bệnh,henphequan.txt
201,"Đo chức năng hô hấp (FEV1, FEV1/FVC, FVC)",Test,C0037981,,Đo lường chỉ số,FEV1,Measurement,Chưa có,Thông số: FEV1,"Suy giảm chức năng hoặc suy giảm chức năng sinh lý, suy giảm khách quan ở phổi có thể được đo bằng phương pháp đo phế dung kế, chủ yếu là thể tích thở ra gắng sức trong 1 giây (FEV1)",henphequan.txt
202,"Đo chức năng hô hấp (FEV1, FEV1/FVC, FVC)",Test,C0037981,,Đo lường chỉ số,Tỷ lệ FEV1/FVC,Measurement,Chưa có,Thông số: Tỷ lệ FEV1/FVC,"Suy giảm chức năng hoặc suy giảm chức năng sinh lý, suy giảm khách quan ở phổi có thể được đo bằng phương pháp đo phế dung kế, chủ yếu là thể tích thở ra gắng sức trong 1 giây (FEV1) và tỷ lệ giữa FEV1 với dung tích sống gắng sức (FVC)",henphequan.txt
203,Đáp ứng T2 tiền viêm,Mechanism,Chưa có,,Là cơ chế sinh bệnh học của,Hen suyễn tăng bạch cầu ái toan,DiseaseSubtype,C0340076,,Đáp ứng T2 tiền viêm được đặc trưng bởi sự tăng trưởng và kích hoạt quá trình sản sinh bạch cầu ái toan và IgE. Hen suyễn với dạng viêm này thường được gọi làh hen suyễn tăng bạch cầu ái toan.,henphequan.txt
204,Đáp ứng miễn dịch T2,Mechanism,Chưa có,,Là một phần của cơ chế,Bạch cầu ái toan và IgE,Mechanism,Chưa có,,Đáp ứng T2 tiền viêm được đặc trưng bởi sự tăng trưởng và kích hoạt quá trình sản sinh bạch cầu ái toan và IgE.,henphequan.txt
205,Đáp ứng miễn dịch T2,Mechanism,Chưa có,,Là cơ chế sinh bệnh học của,Hen suyễn tăng bạch cầu ái toan,DiseaseSubtype,C0340076,,Hen suyễn với dạng viêm này thường được gọi làh hen suyễn tăng bạch cầu ái toan.,henphequan.txt
206,Đợt cấp hen,Complication,C0340061,,Là phân loại / thể bệnh của,Hen,Disease,C0004096,,Bệnh nhân hen có đợt cấp,henphequan.txt
207,Đợt cấp hen phế quản,DiseaseSubtype,C0340061,,Là phân loại / thể bệnh của,Hen,Disease,C0004096,,Bệnh nhân hen có đợt cấp,henphequan.txt
208,Đợt cấp hen suyễn nặng,Complication,C3872851,,Gây tổn thương cơ quan,Phổi,Organ,C0024109,,"Ví dụ, bệnh nhân bị hen suyễn nhẹ không có triệu chứng hoặc triệu chứng nhẹ và chức năng phổi bình thường vẫn có thể bị đợt cấp nặng đe dọa đến tính mạng.",henphequan.txt
