id,name,normalized_name,entity_type,umls_cui,umls_sty,formatted_attributes,attributes,source_document,created_at
CUI:C5445160,oxit nitric phân đoạn thở ra (FeNO),FeNO,Test,C5445160,Clinical Attribute,,{},henphequan.txt,2026-08-21T07:13:29.748Z
Test:nghiệm pháp giãn phế quản,thử nghiệm chức năng hô hấp với nghiệm pháp giãn phế quản,Nghiệm pháp giãn phế quản,Test,,,,{},henphequan.txt,2026-08-21T07:13:38.204Z
CUI:C5549662,tiêu chí lâm sàng,Tiêu chí lâm sàng,Test,C5549662,Diagnostic Procedure,,{},henphequan.txt,2026-08-21T07:13:30.175Z
CUI:C0262926,tiền sử,Tiền sử,Test,C0262926,Finding,,{},henphequan.txt,2026-08-20T15:58:31.02Z
CUI:C0086143,xét nghiệm,Xét nghiệm cận lâm sàng,Test,C0086143,Diagnostic Procedure / Laboratory Procedure,,{},henphequan.txt,2026-08-21T06:17:25.359Z
CUI:C0037981,"đo chức năng hô hấp (FEV1, FEV1/FVC, FVC)","Đo chức năng hô hấp (FEV1, FEV1/FVC, FVC)",Test,C0037981,Diagnostic Procedure,,{},henphequan.txt,2026-08-21T03:24:26.867Z
CUI:C1881047,Bộ lọc không khí hạt có hiệu suất cao (HEPA),Bộ lọc không khí HEPA,Treatment,C1881047,Health Care Activity,,{},henphequan.txt,2026-08-21T07:13:32.12Z
CUI:C3854686,Chỉnh hình phế quản bằng nhiệt,Chỉnh hình phế quản bằng nhiệt,Treatment,C3854686,Therapeutic or Preventive Procedure,,{},henphequan.txt,2026-08-21T07:13:33.692Z
CUI:C1707658,Máy hút ẩm,Máy hút ẩm,Treatment,C1707658,Manufactured Object,,{},henphequan.txt,2026-08-21T07:13:31.745Z
Treatment:xử lý hơi nước,Xử lý hơi nước,Xử lý hơi nước,Treatment,,,,{},henphequan.txt,2026-08-21T07:13:31.923Z
Treatment:buồng đệm hoặc buồng giữ,buồng đệm hoặc buồng giữ,Buồng đệm hoặc buồng giữ,Treatment,,,,{},henphequan.txt,2026-08-21T07:13:33.422Z
CUI:C0006730,chất bổ sung canxi và vitamin D,Canxi và Vitamin D,Treatment,C0006730,"Amino Acid, Peptide, or Protein",,{},henphequan.txt,2026-08-21T07:13:38.342Z
Treatment:thuốc dạng bột,dạng bột,Thuốc dạng bột,Treatment,,,,{},henphequan.txt,2026-08-21T07:13:40.145Z
CUI:C0993596,dụng cụ hít định liều (MDI),Dụng cụ hít định liều (MDI),Treatment,C0993596,Medical Device,,{},henphequan.txt,2026-08-21T07:13:35.188Z
CUI:C0030688,giáo dục bệnh nhân,Giáo dục bệnh nhân,Treatment,C0030688,Therapeutic or Preventive Procedure,,{},henphequan.txt,2026-08-20T14:17:17.308Z
CUI:C1709852,giải mẫn cảm,Giải mẫn cảm,Treatment,C1709852,Molecular Function,,{},henphequan.txt,2026-08-21T07:13:36.237Z
CUI:C0030231,giảm triệu chứng,Giảm triệu chứng,Treatment,C0030231,Therapeutic or Preventive Procedure,,{},henphequan.txt,2026-08-21T07:13:24.573Z
Treatment:gối sợi tổng hợp,gối sợi tổng hợp,Gối sợi tổng hợp,Treatment,,,,{},henphequan.txt,2026-08-21T07:13:31.6Z
CUI:C1319354,"hoạt động thể chất, tập thể dục và tham gia các môn thể thao",Hoạt động thể chất và thể thao,Treatment,C1319354,Finding,,{},henphequan.txt,2026-08-21T07:13:36.706Z
CUI:C0026606,"hoạt động thể chất, tập thể dục và tham gia các môn thể thao",Hoạt động thể chất,Treatment,C0026606,Therapeutic or Preventive Procedure,,{},henphequan.txt,2026-08-20T15:59:17.753Z
Treatment:kiểm soát các yếu tố khởi phát,kiểm soát các yếu tố khởi phát,Kiểm soát các yếu tố khởi phát,Treatment,,,,{},henphequan.txt,2026-08-21T07:13:16.714Z
CUI:C3481636,kế hoạch hành động của bệnh hen suyễn,Kế hoạch hành động hen suyễn,Treatment,C3481636,Clinical Attribute,,{},henphequan.txt,2026-08-21T07:13:34.932Z
CUI:C1445942,kế hoạch quản lý bệnh hen,Kế hoạch quản lý bệnh hen,Treatment,C1445942,Intellectual Product,,{},henphequan.txt,2026-08-21T07:13:40.654Z
Treatment:liệu pháp kiểm soát hen,liệu pháp kiểm soát,Liệu pháp kiểm soát hen,Treatment,,,,{},henphequan.txt,2026-08-21T07:13:32.457Z
CUI:C0021083,liệu pháp miễn dịch,Liệu pháp miễn dịch,Treatment,C0021083,Therapeutic or Preventive Procedure,,{},henphequan.txt,2026-08-21T07:13:29.329Z
CUI:C0005527,liệu pháp sinh học,Liệu pháp sinh học,Treatment,C0005527,Therapeutic or Preventive Procedure,,{},henphequan.txt,2026-08-21T07:13:27.136Z
CUI:C5545376,nệm không thấm nước,Nệm không thấm nước,Treatment,C5545376,Medical Device,,{},henphequan.txt,2026-08-21T07:13:31.68Z
Treatment:vệ sinh buồng đệm,rửa và lau khô buồng đệm,Vệ sinh buồng đệm,Treatment,,,,{},henphequan.txt,2026-08-21T07:13:33.564Z
Treatment:thuốc dạng khí dung,thuốc dạng khí dung,Thuốc dạng khí dung,Treatment,,,,{},henphequan.txt,2026-08-21T07:13:33.36Z
CUI:C0598322,thuốc hít,Thuốc dạng hít,Treatment,C0598322,Biomedical or Dental Material,,{},henphequan.txt,2026-08-21T07:13:33.279Z
Treatment:tiêu diệt gián,tiêu diệt gián,Tiêu diệt gián,Treatment,,,,{},henphequan.txt,2026-08-21T07:13:32.055Z
CUI:C1318955,điều trị,Điều trị hen suyễn,Treatment,C1318955,Health Care Activity,,{},henphequan.txt,2026-08-21T07:13:23.14Z
